name,category,price,platform,sales_volume,rating,description
羽毛球拍单拍超轻耐打碳素进阶训练球拍,运动户外,89.0,小红书,9800,4.8,全碳素材质超轻85g 进阶训练款 送拍线+手胶 攻守兼备 适合进阶
浴室防滑垫淋浴房洗澡防滑地垫卫生间垫,浴室用品,22.0,拼多多,32500,4.6,TPE材质防滑 底部吸盘固定 淋浴房洗澡专用 可机洗 多种尺寸可选
吸盘挂钩免打孔强力承重卫生间浴室挂钩,浴室用品,8.9,拼多多,52500,4.5,强力吸盘免打孔 单个承重5kg 防水防潮 浴室挂毛巾浴球 可重复使用
浴室镜前灯LED防水防雾卫生间壁灯,浴室用品,45.0,抖音,12500,4.6,LED防水防雾 三档色温可调 镜前补光化妆 免打孔粘贴安装 卫生间专用
沐浴露按压瓶壁挂式洗发水沐浴液分装瓶,浴室用品,18.0,抖音,28500,4.7,壁挂式免打孔 按压出液不浪费 大口径易灌装 洗发水沐浴露分装 3个装
卫生间纸巾盒防水壁挂式厕纸盒带置物架,浴室用品,25.0,拼多多,22500,4.6,壁挂防水纸巾盒 顶部置物架放手机 免打孔安装 带手机槽 卫生间必备
搓澡刷长柄软毛沐浴刷洗澡后背刷子,浴室用品,15.0,抖音,35500,4.7,长柄45cm轻松搓后背 超软毛不伤皮肤 沐浴刷干湿两用 去角质清洁
马桶坐垫四季通用防水粘贴式马桶圈垫,浴室用品,12.0,拼多多,38500,4.5,防水PU材质 粘贴式固定不滑动 四季通用 易清洁一抹即净 多色可选
浴室拖鞋架壁挂式免打孔晾鞋架卫生间,浴室用品,16.0,抖音,18500,4.6,壁挂免打孔 可放3-4双拖鞋 沥水设计不积水 卫生间浴室门后收纳
化妆镜壁挂折叠伸缩双面放大镜浴室镜,浴室用品,55.0,小红书,12500,4.7,双面镜一面正常一面3倍放大 可折叠伸缩 壁挂免打孔 化妆修容清晰
增压花洒喷头过滤除氯节水淋浴花洒头,浴室用品,29.0,抖音,42500,4.7,增压出水强劲 三重过滤除氯 节水30% 一键止水开关 通用接口即装即用
浴室转角架免打孔墙角三角收纳置物架,浴室用品,28.0,拼多多,22500,4.5,墙角三角设计 免打孔强力粘贴 多层收纳 放洗发水沐浴露 利用转角空间
牙刷架壁挂式免打孔漱口杯架套装,浴室用品,19.0,抖音,26500,4.7,壁挂免打孔 紫外线消毒款可选 牙刷+漱口杯收纳 带挤牙膏器 浴室套装
卫生间垃圾桶带盖窄缝按压式防水厕纸桶,浴室用品,25.0,拼多多,18500,4.5,窄缝设计宽仅15cm 按压开盖 防水防潮 内置压圈固定垃圾袋 卫生间专用
搓脚板磨脚石去死皮修脚器电动磨脚,浴室用品,35.0,抖音,15500,4.5,电动磨脚 两档力度可调 防水可水洗 去死皮老茧 送替换磨头 足部护理
浴帘杆免打孔伸缩杆不锈钢浴帘挂杆,浴室用品,28.0,拼多多,13500,4.6,免打孔伸缩调节110-200cm 不锈钢材质防锈 承重10kg 浴帘挂杆晾衣两用
硅藻土皂托吸水速干香皂盒肥皂架,浴室用品,12.0,抖音,31500,4.7,硅藻土材质吸水速干 香皂不泡软 可水洗清洁 简约纯色 浴室台面整洁
电热毛巾架小型壁挂式烘干除菌毛巾架,浴室用品,89.0,抖音,8500,4.7,碳纤维发热 快速烘干毛巾 紫外线除菌 壁挂免打孔 定时关机 卫生间神器
婴儿口水巾纯棉纱布围兜新生儿口水围嘴,母婴,19.0,拼多多,38500,4.8,6层纯棉纱布 柔软亲肤 A类标准 360°旋转围嘴 新生儿可用 5条装
儿童保温杯316不锈钢吸管杯防摔水壶,母婴,59.0,抖音,22500,4.8,316不锈钢内胆 带吸管+直饮双盖 防摔外壳 12小时保温 3-12岁适用
婴儿洗澡网兜浴网新生儿可躺浴架防滑,母婴,25.0,拼多多,16500,4.7,3D网布透气速干 可躺可坐 新生儿防滑浴架 0-18个月适用 洗澡神器
儿童拖鞋夏季防滑软底室内家居浴室凉拖,母婴,15.0,拼多多,28500,4.6,EVA软底防滑 卡通造型可爱 室内浴室两穿 15-25cm多码 宝宝最爱
一次性婴儿隔尿垫护理台防水透气尿垫,母婴,19.0,拼多多,42500,4.7,一次性隔尿垫50片装 防水PE底膜 柔软表层 换尿布护理台必备 外出便携
儿童水杯吸管杯防漏防摔幼儿园饮水杯,母婴,29.0,抖音,32500,4.7,Tritan材质防摔 防漏吸管杯 V型咬合出水 幼儿园专用 280ml 多色可选
婴儿推车凉席冰丝透气3D透气网眼坐垫,母婴,25.0,抖音,15500,4.7,3D透气网眼+冰丝面料 婴儿推车通用 凉而不冰 可水洗 夏季宝宝出行必备
儿童筷子训练筷学吃饭宝宝练习筷套装,母婴,16.0,拼多多,32500,4.7,三段式训练筷 硅胶指环柔软不伤手 学吃饭神器 2-6岁适用 可爱造型
宝宝牙刷婴幼儿硅胶指套牙刷口腔清洁,母婴,9.9,抖音,35500,4.6,食品级硅胶指套牙刷 0-3岁婴幼儿专用 柔软不伤牙龈 口腔清洁护理 2只装
妈咪包双肩外出轻便大容量妈妈背包,母婴,69.0,小红书,12500,4.8,大容量多分区 干湿分离 防水防污面料 带奶瓶保温袋 轻便妈咪双肩包
儿童雨衣防水带书包位可折叠男女学生雨披,母婴,39.0,拼多多,18500,4.6,EVA防水材质 带书包位大空间 可折叠收纳 3-12岁 S-XXL多码可选
婴儿理发器超静音儿童电推剪宝宝剃头刀,母婴,49.0,抖音,13500,4.7,超静音低噪 陶瓷刀头不伤皮肤 全身水洗 婴儿儿童成人通用 送理发工具
儿童泳衣女童连体防晒速干泳装宝宝泳衣,母婴,45.0,拼多多,12500,4.7,UPF50+防晒面料 速干透气 连体设计 拉链穿脱方便 3-12岁 可爱印花
婴儿洗衣液宝宝专用抑菌除螨新生儿洗衣液,母婴,29.0,抖音,28500,4.8,植物酵素配方 抑菌除螨 无荧光剂磷 新生儿可用 1L补充装 温和不伤手
防撞条宝宝桌角保护婴儿防护条墙角包边,母婴,12.0,拼多多,25500,4.6,加厚高密NBR材质 自粘式安装 桌角墙角防护 宝宝学步防撞 5米装
儿童防走失手环牵引绳宝宝遛娃防丢神器,母婴,25.0,抖音,16500,4.7,弹力螺旋连接线 手腕式舒适佩戴 防走失防丢 商场户外遛娃神器 1-6岁
宝宝餐盘分格硅胶吸盘碗防摔儿童餐具,母婴,35.0,小红书,18500,4.8,食品级硅胶 三分格设计 底部吸盘固定防打翻 可微波可洗碗机 6个月+
猫抓板耐磨不掉屑瓦楞纸猫窝一体磨爪器,宠物用品,19.0,拼多多,35500,4.7,高密度瓦楞纸耐磨不掉屑 猫窝+磨爪二合一 可替换芯 大号适合多猫家庭
狗狗饮水机自动循环过滤宠物喝水器,宠物用品,49.0,抖音,22500,4.7,活性炭过滤循环活水 3L大容量 超静音水泵 防干烧保护 猫狗通用饮水机
宠物指甲剪猫咪狗狗剪指甲刀专用指甲钳,宠物用品,15.0,拼多多,28500,4.6,不锈钢刀头锋利耐用 LED灯照血线 安全防剪伤 猫狗通用 送磨甲锉
狗狗胸背带防爆冲小型犬遛狗绳牵引绳,宠物用品,25.0,抖音,25500,4.6,防爆冲胸背设计 透气网眼不闷热 反光条夜遛安全 小型犬专用 XS-L码
猫咪梳子去浮毛针梳宠物梳毛器狗狗通用,宠物用品,12.0,拼多多,38500,4.7,不锈钢针梳 一键除毛 去浮毛不伤皮肤 猫狗通用 按摩梳毛两用 好清洗
宠物尿垫狗狗尿片加厚吸水除臭尿不湿,宠物用品,22.0,拼多多,52500,4.5,加厚5层吸水锁水 除臭抑菌 不漏不渗 50片装 S-L多尺寸 狗狗尿垫
猫砂盆半封闭防外溅大号猫厕所带铲子,宠物用品,39.0,拼多多,28500,4.5,半封闭设计防外溅 抽屉式清理方便 大号适合肥猫 送猫砂铲 多色可选
狗狗玩具耐咬磨牙球互动发声宠物玩具,宠物用品,13.0,抖音,32500,4.6,天然橡胶耐咬 内置发声器 互动玩耍磨牙洁齿 中小型犬适用 趣味刺突设计
宠物剃毛器狗狗猫咪电推剪静音剃毛刀,宠物用品,45.0,抖音,15500,4.6,陶瓷刀头+不锈钢刀头双配 超静音低震动 全身水洗 USB充电 猫狗通用
猫爬架大型猫树猫抓柱多层猫架子通天柱,宠物用品,99.0,抖音,10500,4.7,多层猫爬架 剑麻缠绕猫抓柱 大平台大吊床 加厚底板稳固不晃 胖猫可用
宠物湿巾宠物专用清洁湿巾除臭杀菌擦脚,宠物用品,9.9,拼多多,48500,4.6,宠物专用弱酸配方 除臭杀菌 外出回家擦脚擦身 100抽大包 猫狗通用
狗狗慢食碗防噎宠物饭碗缓食陶瓷狗碗,宠物用品,28.0,抖音,18500,4.7,陶瓷材质安全健康 迷宫凸起设计缓食防噎 防滑底部 中小型犬专用 好清洗
猫砂豆腐砂混合砂除臭结团可冲厕所,宠物用品,19.0,拼多多,42500,4.5,豆腐+膨润土混合猫砂 除臭结团快 可直接冲厕所 无尘低敏 6L装
宠物推车可折叠猫咪狗狗外出推车手推车,宠物用品,159.0,小红书,6500,4.8,可折叠收纳 透气网窗 承重15kg 小型犬猫咪外出神器 前后轮避震 高颜值
狗狗益智嗅闻垫藏食玩具漏食毯子,宠物用品,22.0,抖音,14500,4.6,嗅闻垫藏食设计 消耗精力防拆家 益智训练 可机洗 中小型犬适用
宠物背包猫咪外出太空舱透明双肩猫包,宠物用品,55.0,小红书,12500,4.7,透明太空舱设计 透气网孔 可扩展空间 双肩背减轻负担 猫狗适用 颜值高
狗狗洁齿骨磨牙棒除口臭清新口气零食,宠物用品,15.0,拼多多,38500,4.6,天然牛皮+蔬菜配方 磨牙洁齿除口臭 耐咬耐啃 中小型犬适用 10支装
雨伞长柄超大号抗风加固商务直柄伞,日用百货,39.0,拼多多,22500,4.6,超大伞面双人可用 防风加固骨架 一键自动开合 商务直柄 暴雨专用
充电宝20000mAh大容量超薄便携移动电源,日用百货,79.0,抖音,28500,4.6,20000mAh大容量 双USB输出 超薄便携 可上飞机 智能数显电量 手机通用
拖鞋女夏季室内防滑软底居家浴室凉拖,日用百货,15.0,拼多多,52500,4.5,EVA软底防滑 轻便舒适不臭脚 浴室室内两穿 多色可选 36-41码
收纳箱塑料大号带盖衣服整理箱储物箱,日用百货,29.0,拼多多,42500,4.6,PP材质加厚 带盖防尘 可叠放省空间 大号60L 衣服被子收纳 多色可选
晾衣架落地折叠室内阳台晒衣架双杆,日用百货,49.0,抖音,18500,4.5,不锈钢双杆落地晾衣架 可折叠收纳 承重30kg 室内阳台两用 带万向轮
一次性纸杯加厚防烫办公家用饮水杯100只,日用百货,9.9,拼多多,62500,4.5,加厚淋膜纸杯 防烫不软杯 100只装 办公家用饮水待客 280ml标准容量
桌面手机支架可调节折叠升降懒人支架,日用百货,15.0,抖音,35500,4.6,铝合金材质稳固 多角度可调 折叠便携 追剧直播网课 通用所有手机平板
保温饭盒多层便携上班族便当盒保温桶,日用百货,49.0,拼多多,18500,4.6,3层分格304不锈钢内胆 6小时保温 上班族带饭神器 防漏密封 大容量2L
粘毛器滚筒可撕式替换粘尘滚刷除毛器,日用百货,9.9,抖音,52500,4.7,可撕式粘毛滚筒 替换装6卷 除毛除尘 衣服沙发地毯通用 养宠家庭必备
放大镜指甲剪老人专用大号防飞溅指甲刀,日用百货,16.0,拼多多,25500,4.6,带放大镜功能 老人专用 大号防飞溅收纳仓 指甲刀+趾甲剪套装
U型枕旅行枕记忆棉飞机高铁靠枕护颈枕,日用百货,29.0,抖音,18500,4.7,记忆棉慢回弹 U型护颈设计 旅行飞机高铁必备 带收纳袋 可水洗外套
真空压缩袋收纳袋加厚防潮衣物棉被压缩,日用百货,25.0,拼多多,38500,4.5,加厚PA+PE材质 防潮防霉 手泵+电泵通用 省80%空间 10件套装 换季必备
鞋架简易多层省空间家用门口鞋柜收纳架,日用百货,22.0,拼多多,45500,4.5,可拆卸自由组合 多层大容量 省空间设计 铁艺稳固 门口鞋柜收纳 4层装
指甲剪套装家用修甲工具指甲刀套装,日用百货,19.0,抖音,28500,4.7,不锈钢9件套装 指甲刀+修甲锉+死皮钳+耳勺 家用全套 便携收纳盒
挂钩强力粘胶免打孔壁挂门后衣服钩,日用百货,6.9,拼多多,58500,4.5,强力粘胶免打孔 单个承重10kg 门后墙壁玄关挂衣帽包包 防水不生锈 10个装
小夜灯智能感应人体自动开关床头灯,日用百货,19.0,抖音,32500,4.6,人体红外感应 人来即亮人走即灭 柔光不刺眼 可充电 走廊卫生间卧室通用
折叠购物车买菜拉车便携可爬楼手拉车,日用百货,59.0,拼多多,22500,4.6,可折叠收纳 万向轮顺滑静音 可爬楼梯 买菜拿快递神器 承重50kg 大妈最爱
眼线笔防水不晕染持久极细初学者眼线液笔,美妆护肤,25.0,抖音,36500,4.7,0.01mm极细笔尖 防水防汗不晕染 新手友好 速干持久一整天 棕色黑色可选
修眉刀片女用初学者安全防刮伤画眉神器,美妆护肤,6.9,拼多多,48500,4.6,安全防护网设计 防刮伤 锋利顺滑 新手修眉必备 10片装送眉卡 便携装
粉扑气垫粉饼扑不吃粉超软化妆海绵粉扑,美妆护肤,9.9,抖音,42500,4.6,超软不吃粉 干湿两用 上妆服帖自然 气垫粉底液通用 6个装 定期更换卫生
睫毛增长液滋养浓密纤长翘卷翘滋养液,美妆护肤,35.0,小红书,12500,4.5,植物精华滋养 浓密纤长卷翘 4周见效 温和不刺激 3ml便携装 每日睡前涂抹
遮瑕液遮瑕膏遮斑点痘印黑眼圈提亮,美妆护肤,29.0,抖音,28500,4.6,高遮瑕力不卡纹 遮斑点痘印黑眼圈 轻薄透气不厚重 3色可选 自带刷头
美妆蛋收纳架不锈钢透气防霉海绵粉扑架,美妆护肤,8.0,拼多多,22500,4.6,不锈钢材质防锈 镂空透气防霉 美妆蛋粉扑收纳 桌面整洁小巧好看
护发精油免洗修复毛躁柔顺干枯发质,美妆护肤,39.0,小红书,22500,4.7,摩洛哥坚果油精华 免洗修复 抚平毛躁干枯 柔顺光泽 70ml便携 发尾护理
双眼皮贴隐形透明自然无痕蕾丝网面,美妆护肤,6.9,拼多多,38500,4.5,透明隐形无痕 防水防汗持久 自然蕾丝网面 单面双眼皮 内双变外双 240贴
洗脸巾一次性纯棉加厚擦脸巾洁面柔巾,美妆护肤,15.0,拼多多,62500,4.7,纯棉加厚珍珠纹 干湿两用 不掉絮 擦脸卸妆多用 100抽大卷 比毛巾干净
发带洗脸敷面膜束发带珊瑚绒可爱头箍,美妆护肤,9.9,抖音,32500,4.7,珊瑚绒超柔软 束发敷面膜化妆 可爱兔耳造型 松紧可调不勒头 多色可选
唇膜淡化唇纹补水保湿去死皮唇部护理,美妆护肤,19.0,小红书,18500,4.7,夜间修护唇膜 淡化唇纹 去死皮 补水保湿 第二天嘴唇水润 15g装
眉笔防水防汗持久不脱色自然野生眉,美妆护肤,15.0,抖音,38500,4.7,双头设计眉笔+眉刷 防水防汗持久 三角笔芯易上手 自然野生眉 多色号
压缩面膜纸干面膜扣一次性水疗泡膜,美妆护肤,8.9,拼多多,35500,4.5,纯棉压缩面膜纸 省水省精华液 DIY水疗面膜 独立包装卫生 100粒大包装
发膜护发素深层修护干枯毛躁柔顺营养,美妆护肤,29.0,抖音,22500,4.6,角蛋白修护精华 深层滋养干枯发质 柔顺不打结 500ml大容量 家庭装
腮红自然裸妆哑光高光修容一体盘,美妆护肤,35.0,小红书,12500,4.8,一盘多用腮红+高光+修容 哑光自然裸妆 粉质细腻 显色自然 学生党平价
黑芝麻丸九蒸九晒手工黑芝麻球即食零食,食品饮料,29.0,抖音,28500,4.7,九蒸九晒传统工艺 手工黑芝麻球 即食零食 养发护发 独立包装 16粒装
酸辣粉桶装重庆正宗速食粉冲泡即食,食品饮料,19.9,拼多多,42500,4.5,重庆正宗酸辣粉 桶装冲泡即食 酸辣鲜香 6桶装整箱 学生宿舍夜宵必备
黑巧克力100%纯黑巧无糖苦巧克力,食品饮料,25.0,小红书,18500,4.7,100%纯黑巧克力 无糖无添加 可可脂含量高 健身减脂零食 独立小块包装
枸杞原浆宁夏鲜枸杞汁原液养生饮品,食品饮料,39.0,抖音,22500,4.7,宁夏头茬鲜枸杞 原浆原液不加水 30mlx10袋装 养肝明目 熬夜养生必备
牛肉干风干手撕牛肉干香辣五香零食,食品饮料,49.0,拼多多,22500,4.6,内蒙古风干牛肉 手撕即食 香辣+五香两种口味 高蛋白低热量 200g装
自热小火锅速食麻辣烫懒人自助火锅,食品饮料,29.9,拼多多,38500,4.5,自热免煮免电 15分钟即食 麻辣鲜香 多种食材搭配 学生宿舍办公室懒人火锅
黑咖啡速溶无糖燃脂美式浓缩咖啡液,食品饮料,35.0,抖音,32500,4.7,浓缩咖啡液独立胶囊包装 0糖0脂 冷热即溶 燃脂提神 30颗装 方便携带
荞麦面低脂无糖方便面免煮即食代餐,食品饮料,22.0,拼多多,28500,4.6,纯荞麦粉制作 低脂无糖 免煮开水冲泡即食 健身减脂代餐 10袋装
夏威夷果奶油味坚果炒货零食大包装500g,食品饮料,45.0,抖音,28500,4.7,奶油味夏威夷果 大颗粒开口易剥 500g家庭装 健康坚果零食 送开口器
红枣夹核桃仁独立小包装补血零食,食品饮料,29.0,拼多多,35500,4.7,新疆和田大枣+云南核桃仁 独立小包装 补血养颜 办公室健康零食 500g
柠檬无骨凤爪酸辣去骨鸡爪真空装,食品饮料,35.0,抖音,45500,4.6,手工去骨鸡爪 柠檬酸辣口味 Q弹爽口 真空独立小包装 开袋即食 下酒追剧
桂花酸梅汤料包古法酸梅汁冲泡饮品,食品饮料,15.0,拼多多,32500,4.7,古法酸梅汤料包 独立包装冲泡即饮 消暑解渴 夏季冷泡热泡均可 20包装
海苔夹心脆片芝麻夹心海苔儿童零食,食品饮料,19.0,抖音,38500,4.7,海苔+芝麻夹心烘烤非油炸 酥脆鲜香 儿童孕妇零食 独立小包 健康低卡
姜茶红糖姜枣茶姨妈期暖宫驱寒茶,食品饮料,22.0,拼多多,28500,4.7,红糖+生姜+红枣 独立小包装冲泡 姨妈期暖宫驱寒 女性养生必备 20条装
手撕面包整箱早餐营养办公室懒人零食,食品饮料,19.9,拼多多,52500,4.6,手撕软面包 独立小包装 早餐代餐 办公室零食 1000g整箱 学生党囤货必备
锅盖架壁挂式免打孔砧板架厨房置物架,厨房收纳,19.0,拼多多,28500,4.6,壁挂免打孔 可放3个锅盖+砧板 304不锈钢 承重稳固 释放台面空间
调料盒套装家用四格带盖盐味精糖罐,厨房收纳,15.0,拼多多,35500,4.6,四格分区 带盖防潮 塑料+玻璃可选 带小勺 厨房调味收纳 台面整洁
水槽过滤网一次性厨房洗碗池过滤漏网,厨房收纳,5.9,拼多多,68500,4.6,细密网眼过滤残渣 弹力套口适配不同水槽 用完即扔 100只装 懒人厨房必备
厨房剪刀多功能不锈钢强力剪鸡骨剪,厨房收纳,22.0,抖音,22500,4.7,德国不锈钢 多功能6合一 剪鸡骨剪蔬菜开瓶盖夹核桃 厨房神器 可拆卸清洗
米桶家用防潮防虫面粉储存桶五谷杂粮收纳,厨房收纳,35.0,拼多多,18500,4.6,食品级PP材质 防潮防虫 透明刻度可视余量 10kg容量 五谷杂粮面粉收纳
防烫夹取碗器厨房防烫手套端碗盘夹子,厨房收纳,8.9,抖音,38500,4.6,不锈钢防烫夹 蒸锅微波炉端碗盘 夹取稳固不打滑 耐高温 厨房防烫神器
厨房置物架多层落地微波炉架烤箱架子,厨房收纳,59.0,拼多多,16500,4.5,多层落地置物架 可放微波炉烤箱电饭煲 承重强 碳钢材质 厨房家电收纳
油壶玻璃防漏大容量厨房装油瓶调味罐,厨房收纳,16.0,抖音,38500,4.7,无铅玻璃 防漏油嘴设计 500ml大容量 刻度线控油 不挂油易清洗 2只装
一次性手套食品级PE加厚厨房透明手套,厨房收纳,5.9,拼多多,72500,4.5,食品级PE材质 加厚不易破 厨房做饭拌凉菜 200只装 家庭实惠装
抹布置物架壁挂式厨房水龙头沥水收纳,厨房收纳,14.0,抖音,22500,4.7,壁挂式水龙头上方安装 沥水快干不滋生细菌 可放抹布钢丝球 免打孔
洗碗巾不沾油竹纤维厨房抹布吸水洗碗布,厨房收纳,9.9,拼多多,48500,4.6,竹纤维材质不沾油 吸水性强 一冲即净 洗碗清洁抹布 10条装 可反复使用
多功能切菜器厨房刨丝器切片切丝神器,厨房收纳,25.0,抖音,35500,4.6,6种刀片自由切换 切片切丝切花 护手器防切手 大容量接菜盒 厨房备菜神器
厨房湿巾去油污一次性抹布油烟机清洁,厨房收纳,12.0,拼多多,48500,4.5,去油因子一擦即净 一次性使用卫生方便 油烟机灶台清洁 80抽大包装
塑料袋收纳袋垃圾袋收纳神器免打孔壁挂,厨房收纳,9.9,抖音,28500,4.6,免打孔壁挂式 大容量存50+个塑料袋 底部抽取方便 厨房整洁不乱 废物利用
蒸笼纸不粘圆形蒸包子馒头垫纸一次性,厨房收纳,5.0,拼多多,55500,4.6,硅油纸材质不粘不破 圆形适配蒸笼 蒸包子馒头饺子 100张装 一次性使用
收纳箱布艺可折叠衣柜衣服储物整理箱,家居收纳,22.0,拼多多,32500,4.6,牛津布+加厚钢架 可折叠收纳 大容量66L 衣柜衣服被子整理 透明可视窗口
门后挂钩免打孔挂衣架壁挂门背衣服架,家居收纳,12.0,拼多多,42500,4.5,门后免打孔挂钩 可直接挂在门上 多钩设计 挂衣服包包帽子 不伤门不变形
床底收纳箱扁平带轮衣物被子储物整理箱,家居收纳,35.0,抖音,22500,4.6,扁平设计放床底沙发底 带滑轮轻松拉出 大容量收纳换季衣物被子 省空间
电线收纳盒插座隐藏盒桌面电源线整理,家居收纳,22.0,抖音,28500,4.6,大号可放排插+多余线缆 带盖防尘 桌面整洁 底部散热孔 家居办公必备
真空收纳袋特大号压缩被子袋羽绒服抽气,家居收纳,29.0,拼多多,38500,4.5,特大号可装厚被子 送电动抽气泵 防潮防霉防虫 节省80%空间 6件套装
化妆品收纳盒桌面透明防尘护肤品置物架,家居收纳,35.0,小红书,22500,4.7,透明亚克力材质 防尘带盖 多层分区 口红护肤品化妆品收纳 梳妆台必备
内衣收纳盒抽屉式袜子内裤分类整理盒,家居收纳,18.0,拼多多,38500,4.6,抽屉式分格设计 内衣袜子分类收纳 带盖防尘 可叠放 衣柜整齐 多色可选
床单固定器被子防跑被套角固定防滑夹,家居收纳,6.9,拼多多,52500,4.5,被套四角固定防跑被 床单防移位 弹力带+卡扣固定 8个装 解决被芯乱跑
遥控器收纳盒桌面多功能手机电视遥控架,家居收纳,12.0,抖音,18500,4.6,多格分区 可放遥控器+手机+笔 桌面整洁不乱 简约风格 客厅卧室通用
手机散热器半导体磁吸降温游戏直播散热,数码电器,49.0,抖音,15500,4.6,半导体制冷强劲降温 磁吸设计即贴即用 超静音 手机游戏直播散热神器
蓝牙音箱便携无线迷你小音响户外低音炮,数码电器,39.0,拼多多,25500,4.5,蓝牙5.3无线连接 重低音音质 TWS串联立体声 便携户外 IPX5防水 12小时续航
Type-C扩展坞USB集线器笔记本电脑支架,数码电器,55.0,抖音,10500,4.7,7合1 Type-C扩展坞 HDMI+USB3.0+SD卡 笔记本平板通用 轻薄便携 办公必备
主动式电容笔iPad触控笔手写笔防误触,数码电器,69.0,拼多多,12500,4.6,主动式电容笔 iPad通用 倾斜压感 防误触 磁吸吸附 Type-C充电 学生画画必备
无线鼠标静音超薄便携笔记本台式办公,数码电器,19.0,拼多多,38500,4.5,2.4G无线连接 静音按键不吵人 超薄便携 笔记本台式通用 自动休眠省电
USB小夜灯笔记本电脑屏幕挂灯护眼台灯,数码电器,25.0,抖音,22500,4.7,USB接口即插即用 屏幕挂灯不占空间 三档色温调节 护眼不反光 办公宿舍神器
无线摄像头家用监控室内手机远程对话,数码电器,89.0,拼多多,15500,4.5,2K高清 360°全景旋转 手机远程监控 双向语音对话 夜视功能 插卡录像
快充数据线三合一苹果安卓Type-C充电线,数码电器,15.0,拼多多,52500,4.5,三合一充电线 苹果+安卓+Type-C 快充不弹窗 编织线身抗拉扯 1.5米长
自拍杆三脚架手机直播支架蓝牙遥控拍照,数码电器,29.0,抖音,32500,4.6,三脚架+自拍杆二合一 蓝牙遥控 直播拍照通用 可伸缩 便携折叠 手机通用
蓝牙键盘平板iPad手机通用便携折叠键盘,数码电器,49.0,拼多多,12500,4.6,蓝牙折叠键盘 手机平板通用 超薄便携 充电款持久续航 移动办公打字神器
手机防水袋潜水游泳触屏通用手机套,数码电器,12.0,拼多多,28500,4.5,IPX8级防水 水下可触屏可拍照 游泳潜水漂流 大屏手机通用 送挂绳
蓝牙音箱闹钟床头时钟多功能音响,数码电器,59.0,抖音,10500,4.7,蓝牙音箱+闹钟+FM收音三合一 LED大屏显示 无线充电款 白色简约 床头必备
平板支架iPad桌面支撑架可调节升降,数码电器,35.0,拼多多,18500,4.6,铝合金材质稳固 多角度可调 可升降 网课追剧办公 手机平板通用 防滑硅胶垫
车载手机支架磁吸出风口导航支架,数码电器,18.0,抖音,38500,4.5,强磁吸附稳固不掉 出风口夹式安装 360°旋转 导航开车必备 所有车型通用
电动牙刷成人充电式超声波自动牙刷,数码电器,69.0,抖音,22500,4.6,超声波清洁 5档模式 IPX7防水 USB无限充电 送4个替换刷头 牙齿美白
充电宝自带线10000mAh超薄迷你便携,数码电器,49.0,抖音,32500,4.7,自带苹果+Type-C双线 10000mAh 超薄迷你 口红大小 数显电量 可上飞机
冰丝阔腿裤女夏季薄款垂感拖地裤凉凉裤,女装,45.0,抖音,32500,4.7,冰丝凉凉裤 垂感拖地阔腿版型 松紧腰不勒肉 夏季透气防晒 通勤百搭 多色可选
大码连衣裙女夏2026新款遮肚显瘦A字裙,女装,69.0,拼多多,18500,4.6,大码L-5XL专属 A字版型遮肚显瘦 雪纺面料轻盈 过膝长裙 胖妹妹夏季约会款
纯棉T恤女夏季2026新款圆领短袖宽松,女装,29.0,拼多多,42500,4.6,纯棉面料亲肤透气 圆领宽松版型 基础百搭款 内搭外穿皆可 12色可选
瑜伽服女夏季运动套装健身服短袖跑步,女装,59.0,抖音,22500,4.7,速干透气面料 运动瑜伽健身套装 短袖+长裤 提臀显瘦 瑜伽跑步通用 多色可选
新中式国风连衣裙女改良旗袍刺绣裙子,女装,129.0,小红书,8500,4.9,新中式改良旗袍 立体刺绣 国风印花 收腰显气质 茶艺写真出片 高端小众款
加厚羽绒服女中长款过膝宽松大毛领保暖外套,女装,259.0,抖音,28500,4.7,冬季加厚羽绒服 90%白鸭绒填充 中长款过膝 大毛领可拆卸 防风保暖 零下20度可穿
羊绒打底衫女半高领修身内搭针织衫秋冬,女装,89.0,拼多多,32500,4.7,羊绒混纺面料柔软亲肤 半高领保暖 秋冬内搭打底 修身不紧绷 多色可选
加绒牛仔裤女冬季保暖高腰显瘦棉裤,女装,79.0,抖音,22500,4.6,冬季加绒加厚牛仔裤 高腰收腹显瘦 内里绒毛保暖 零度以下也不冷 百搭直筒款
面包服棉袄女短款冬季保暖立领棉衣外套,女装,139.0,拼多多,28500,4.5,冬季短款面包服 加厚棉填充 立领防风 宽松韩版 适合零度至零下10度
针织连衣裙女冬季中长款打底包臀毛衣裙子,女装,69.0,小红书,15500,4.8,冬季针织连衣裙 中长款包臀版型 内搭外穿两用 厚实保暖 约会通勤皆可
加厚羊羔绒卫衣女冬季套头加绒打底衫,女装,65.0,拼多多,38500,4.6,冬季加厚羊羔绒内里 套头卫衣 保暖防风 宽松百搭 学生党过冬必备
棉裤女冬季加厚高腰保暖一体绒打底裤,女装,49.0,抖音,42500,4.6,冬季一体绒加厚棉裤 高腰收腹 外穿打底两用 零下10度保暖 不起球不掉绒
毛呢大衣女中长款韩版双面呢羊毛外套秋冬,女装,199.0,小红书,12500,4.8,双面羊毛呢大衣 中长款韩版 秋冬气质通勤 挺括有型不臃肿 S-XXL码
